,ID,Name,Age,Nationality,Overall,Wage,Reactions,Composure,Vision,ShortPassing,BallControl,Photo,Flag
3407,205630,L. Abecasis,28.0,Argentina,72,11000,75.0,69.0,71.0,64.0,68.0,https://cdn.sofifa.org/players/4/19/205630.png,https://cdn.sofifa.org/flags/52.png
3408,240190,P. Kunde Malong,22.0,Cameroon,72,15000,68.0,60.0,65.0,75.0,74.0,https://cdn.sofifa.org/players/4/19/240190.png,https://cdn.sofifa.org/flags/103.png
3409,202559,Y. Orozco,27.0,Venezuela,72,4000,69.0,58.0,72.0,69.0,74.0,https://cdn.sofifa.org/players/4/19/202559.png,https://cdn.sofifa.org/flags/61.png
3410,232255,A. Bouzat,24.0,Argentina,72,11000,68.0,65.0,65.0,68.0,75.0,https://cdn.sofifa.org/players/4/19/232255.png,https://cdn.sofifa.org/flags/52.png
3411,237631,L. Mothiba,22.0,South Africa,72,13000,68.0,75.0,64.0,68.0,74.0,https://cdn.sofifa.org/players/4/19/237631.png,https://cdn.sofifa.org/flags/140.png
3412,211265,A. Rojas,32.0,Argentina,72,15000,71.0,71.0,72.0,71.0,75.0,https://cdn.sofifa.org/players/4/19/211265.png,https://cdn.sofifa.org/flags/52.png
3413,213313,R. Walter,23.0,France,72,19000,71.0,75.0,76.0,75.0,73.0,https://cdn.sofifa.org/players/4/19/213313.png,https://cdn.sofifa.org/flags/18.png
3414,169281,S. Gakpé,31.0,Togo,72,11000,65.0,55.0,65.0,70.0,73.0,https://cdn.sofifa.org/players/4/19/169281.png,https://cdn.sofifa.org/flags/144.png
3415,199490,Joselu,27.0,Spain,72,10000,65.0,63.0,48.0,72.0,66.0,https://cdn.sofifa.org/players/4/19/199490.png,https://cdn.sofifa.org/flags/45.png
3416,138306,Angulo,34.0,Spain,72,6000,73.0,71.0,61.0,65.0,69.0,https://cdn.sofifa.org/players/4/19/138306.png,https://cdn.sofifa.org/flags/45.png
3417,226626,Ricardo Valente,27.0,Portugal,72,8000,72.0,70.0,69.0,67.0,73.0,https://cdn.sofifa.org/players/4/19/226626.png,https://cdn.sofifa.org/flags/38.png
3418,236610,M. Kean,18.0,Italy,72,32000,68.0,68.0,51.0,59.0,74.0,https://cdn.sofifa.org/players/4/19/236610.png,https://cdn.sofifa.org/flags/27.png
3419,207683,S. Dioudis,25.0,Greece,72,1000,66.0,63.0,34.0,26.0,24.0,https://cdn.sofifa.org/players/4/19/207683.png,https://cdn.sofifa.org/flags/22.png
3420,149571,S. Pellissier,39.0,Italy,72,10000,75.0,80.0,69.0,68.0,79.0,https://cdn.sofifa.org/players/4/19/149571.png,https://cdn.sofifa.org/flags/27.png
3421,202052,B. Afobe,25.0,DR Congo,72,31000,68.0,70.0,64.0,68.0,70.0,https://cdn.sofifa.org/players/4/19/202052.png,https://cdn.sofifa.org/flags/110.png
3422,201285,C. Gytkjær,28.0,Denmark,72,9000,70.0,71.0,61.0,58.0,70.0,https://cdn.sofifa.org/players/4/19/201285.png,https://cdn.sofifa.org/flags/13.png
3423,213317,Kim Jin Su,26.0,Korea Republic,72,8000,66.0,63.0,57.0,71.0,69.0,https://cdn.sofifa.org/players/4/19/213317.png,https://cdn.sofifa.org/flags/167.png
3424,213829,A. Cerri,22.0,Italy,72,54000,60.0,68.0,57.0,65.0,73.0,https://cdn.sofifa.org/players/4/19/213829.png,https://cdn.sofifa.org/flags/27.png
3425,203590,F. Hübner,27.0,Germany,72,20000,69.0,68.0,37.0,58.0,54.0,https://cdn.sofifa.org/players/4/19/203590.png,https://cdn.sofifa.org/flags/21.png
3426,209990,R. Strebinger,25.0,Austria,72,10000,67.0,28.0,12.0,26.0,20.0,https://cdn.sofifa.org/players/4/19/209990.png,https://cdn.sofifa.org/flags/4.png
3427,223046,A. Çalık,24.0,Turkey,72,28000,70.0,75.0,48.0,62.0,62.0,https://cdn.sofifa.org/players/4/19/223046.png,https://cdn.sofifa.org/flags/48.png
3428,165190,J. Ledley,31.0,Wales,72,27000,72.0,78.0,63.0,73.0,74.0,https://cdn.sofifa.org/players/4/19/165190.png,https://cdn.sofifa.org/flags/50.png
3429,234822,A. Mobara,24.0,South Africa,72,1000,66.0,62.0,60.0,72.0,69.0,https://cdn.sofifa.org/players/4/19/234822.png,https://cdn.sofifa.org/flags/140.png
3430,155463,V. Găman,29.0,Romania,72,22000,68.0,66.0,54.0,68.0,63.0,https://cdn.sofifa.org/players/4/19/155463.png,https://cdn.sofifa.org/flags/39.png
3431,182343,Hao Junmin,31.0,China PR,72,14000,69.0,64.0,75.0,74.0,69.0,https://cdn.sofifa.org/players/4/19/182343.png,https://cdn.sofifa.org/flags/155.png
3432,206152,L. Aued,31.0,Argentina,72,8000,73.0,57.0,71.0,74.0,73.0,https://cdn.sofifa.org/players/4/19/206152.png,https://cdn.sofifa.org/flags/52.png
3433,149064,C. Molinaro,34.0,Italy,72,11000,71.0,75.0,54.0,70.0,64.0,https://cdn.sofifa.org/players/4/19/149064.png,https://cdn.sofifa.org/flags/27.png
3434,214601,S. Medina,26.0,Colombia,72,28000,69.0,68.0,66.0,68.0,69.0,https://cdn.sofifa.org/players/4/19/214601.png,https://cdn.sofifa.org/flags/56.png
3435,224841,K. Diks,21.0,Netherlands,72,23000,65.0,62.0,31.0,70.0,73.0,https://cdn.sofifa.org/players/4/19/224841.png,https://cdn.sofifa.org/flags/34.png
3436,167753,A. Büyük,30.0,Turkey,72,11000,71.0,70.0,65.0,70.0,76.0,https://cdn.sofifa.org/players/4/19/167753.png,https://cdn.sofifa.org/flags/48.png
3437,198474,Guitián,27.0,Spain,72,7000,66.0,67.0,58.0,70.0,63.0,https://cdn.sofifa.org/players/4/19/198474.png,https://cdn.sofifa.org/flags/45.png
3438,200778,C. Christie,25.0,Republic of Ireland,72,32000,71.0,62.0,62.0,67.0,69.0,https://cdn.sofifa.org/players/4/19/200778.png,https://cdn.sofifa.org/flags/25.png
3439,201290,R. Žulj,26.0,Austria,72,25000,70.0,71.0,72.0,75.0,77.0,https://cdn.sofifa.org/players/4/19/201290.png,https://cdn.sofifa.org/flags/4.png
3440,223818,João Afonso,28.0,Portugal,72,8000,65.0,65.0,32.0,54.0,58.0,https://cdn.sofifa.org/players/4/19/223818.png,https://cdn.sofifa.org/flags/38.png
3441,213323,S. Decarli,26.0,Switzerland,72,15000,65.0,66.0,43.0,60.0,62.0,https://cdn.sofifa.org/players/4/19/213323.png,https://cdn.sofifa.org/flags/47.png
3442,155979,R. McCormack,31.0,Scotland,72,16000,70.0,71.0,71.0,68.0,74.0,https://cdn.sofifa.org/players/4/19/155979.png,https://cdn.sofifa.org/flags/42.png
3443,232523,B. Trawally,23.0,Gambia,72,11000,75.0,60.0,55.0,70.0,72.0,https://cdn.sofifa.org/players/4/19/232523.png,https://cdn.sofifa.org/flags/116.png
3444,178251,R. Danzé,31.0,France,72,20000,70.0,76.0,66.0,74.0,72.0,https://cdn.sofifa.org/players/4/19/178251.png,https://cdn.sofifa.org/flags/18.png
3445,226380,Hwang Hee Chan,22.0,Korea Republic,72,24000,73.0,64.0,64.0,66.0,74.0,https://cdn.sofifa.org/players/4/19/226380.png,https://cdn.sofifa.org/flags/167.png
3446,215373,S. Coopman,23.0,Belgium,72,10000,73.0,75.0,75.0,74.0,75.0,https://cdn.sofifa.org/players/4/19/215373.png,https://cdn.sofifa.org/flags/7.png
3447,219469,S. Perica,22.0,Croatia,72,18000,70.0,68.0,50.0,58.0,68.0,https://cdn.sofifa.org/players/4/19/219469.png,https://cdn.sofifa.org/flags/10.png
3448,223053,A. Mena,30.0,Ecuador,72,20000,72.0,70.0,69.0,71.0,73.0,https://cdn.sofifa.org/players/4/19/223053.png,https://cdn.sofifa.org/flags/57.png
3449,211022,Rubén García,24.0,Spain,72,7000,64.0,59.0,70.0,72.0,74.0,https://cdn.sofifa.org/players/4/19/211022.png,https://cdn.sofifa.org/flags/45.png
3450,230478,Jairinhazo,30.0,Brazil,72,12000,63.0,71.0,75.0,76.0,77.0,https://cdn.sofifa.org/players/4/19/230478.png,https://cdn.sofifa.org/flags/54.png
3451,234574,Diogo Dalot,19.0,Portugal,72,26000,76.0,73.0,54.0,69.0,74.0,https://cdn.sofifa.org/players/4/19/234574.png,https://cdn.sofifa.org/flags/38.png
3452,190542,Pedro Sánchez,31.0,Spain,72,8000,61.0,69.0,67.0,68.0,72.0,https://cdn.sofifa.org/players/4/19/190542.png,https://cdn.sofifa.org/flags/45.png
3453,198479,P. Arajuuri,30.0,Finland,72,18000,63.0,66.0,32.0,58.0,47.0,https://cdn.sofifa.org/players/4/19/198479.png,https://cdn.sofifa.org/flags/17.png
3454,199247,Álex Fernández,25.0,Spain,72,7000,70.0,62.0,72.0,80.0,73.0,https://cdn.sofifa.org/players/4/19/199247.png,https://cdn.sofifa.org/flags/45.png
3455,230479,Jessé Ledeiro,30.0,Brazil,72,20000,76.0,81.0,75.0,73.0,73.0,https://cdn.sofifa.org/players/4/19/230479.png,https://cdn.sofifa.org/flags/54.png
3456,189263,T. Torun,28.0,Turkey,72,18000,67.0,62.0,70.0,71.0,72.0,https://cdn.sofifa.org/players/4/19/189263.png,https://cdn.sofifa.org/flags/48.png
3457,219216,J. Windass,24.0,England,72,32000,68.0,68.0,69.0,69.0,70.0,https://cdn.sofifa.org/players/4/19/219216.png,https://cdn.sofifa.org/flags/14.png
3458,224336,T. Romanczuk,26.0,Poland,72,7000,74.0,64.0,66.0,70.0,60.0,https://cdn.sofifa.org/players/4/19/224336.png,https://cdn.sofifa.org/flags/37.png
3459,234832,K. Pedersen,23.0,Denmark,72,16000,70.0,61.0,52.0,66.0,65.0,https://cdn.sofifa.org/players/4/19/234832.png,https://cdn.sofifa.org/flags/13.png
3460,201041,L. Carole,27.0,France,72,13000,66.0,59.0,63.0,68.0,71.0,https://cdn.sofifa.org/players/4/19/201041.png,https://cdn.sofifa.org/flags/18.png
3461,208977,F. Al Muwallad,23.0,Saudi Arabia,72,23000,69.0,69.0,65.0,67.0,68.0,https://cdn.sofifa.org/players/4/19/208977.png,https://cdn.sofifa.org/flags/183.png
3462,204370,S. van de Streek,25.0,Netherlands,72,13000,74.0,76.0,69.0,68.0,74.0,https://cdn.sofifa.org/players/4/19/204370.png,https://cdn.sofifa.org/flags/34.png
3463,210258,Renato Santos,26.0,Portugal,72,8000,74.0,65.0,68.0,69.0,75.0,https://cdn.sofifa.org/players/4/19/210258.png,https://cdn.sofifa.org/flags/38.png
3464,153938,Àngel Rangel,35.0,Spain,72,5000,73.0,76.0,71.0,70.0,74.0,https://cdn.sofifa.org/players/4/19/153938.png,https://cdn.sofifa.org/flags/45.png
3465,234578,L. Reyes,27.0,Mexico,72,35000,68.0,64.0,67.0,68.0,66.0,https://cdn.sofifa.org/players/4/19/234578.png,https://cdn.sofifa.org/flags/83.png
3466,243538,K. Letica,21.0,Croatia,72,8000,67.0,22.0,36.0,29.0,17.0,https://cdn.sofifa.org/players/4/19/243538.png,https://cdn.sofifa.org/flags/10.png
3467,52306,C. Brunt,33.0,Northern Ireland,72,24000,72.0,68.0,73.0,74.0,75.0,https://cdn.sofifa.org/players/4/19/52306.png,https://cdn.sofifa.org/flags/35.png
3468,227667,I. Mbenza,22.0,Belgium,72,17000,64.0,64.0,60.0,70.0,70.0,https://cdn.sofifa.org/players/4/19/227667.png,https://cdn.sofifa.org/flags/7.png
3469,228179,A. Castro,23.0,Argentina,72,13000,67.0,66.0,71.0,71.0,71.0,https://cdn.sofifa.org/players/4/19/228179.png,https://cdn.sofifa.org/flags/52.png
3470,185427,O. Nyland,27.0,Norway,72,11000,67.0,41.0,28.0,35.0,23.0,https://cdn.sofifa.org/players/4/19/185427.png,https://cdn.sofifa.org/flags/36.png
3471,188499,M. Iori,36.0,Italy,72,2000,70.0,74.0,76.0,76.0,72.0,https://cdn.sofifa.org/players/4/19/188499.png,https://cdn.sofifa.org/flags/27.png
3472,203604,D. Pavelka,27.0,Czech Republic,72,10000,71.0,68.0,65.0,74.0,76.0,https://cdn.sofifa.org/players/4/19/203604.png,https://cdn.sofifa.org/flags/12.png
3473,163156,R. Keogh,31.0,Republic of Ireland,72,27000,68.0,69.0,41.0,70.0,58.0,https://cdn.sofifa.org/players/4/19/163156.png,https://cdn.sofifa.org/flags/25.png
3474,230484,Adrián Burnabão,34.0,Brazil,72,16000,71.0,73.0,76.0,76.0,75.0,https://cdn.sofifa.org/players/4/19/230484.png,https://cdn.sofifa.org/flags/54.png
3475,187988,F. Sammaritano,32.0,France,72,11000,72.0,64.0,76.0,74.0,74.0,https://cdn.sofifa.org/players/4/19/187988.png,https://cdn.sofifa.org/flags/18.png
3476,202069,J. Fernández,30.0,Argentina,72,12000,73.0,69.0,71.0,60.0,70.0,https://cdn.sofifa.org/players/4/19/202069.png,https://cdn.sofifa.org/flags/52.png
3477,223573,Munir,29.0,Morocco,72,6000,68.0,50.0,40.0,30.0,31.0,https://cdn.sofifa.org/players/4/19/223573.png,https://cdn.sofifa.org/flags/129.png
3478,214358,J. Nieto,25.0,Colombia,72,4000,60.0,84.0,75.0,80.0,74.0,https://cdn.sofifa.org/players/4/19/214358.png,https://cdn.sofifa.org/flags/56.png
3479,221014,Carlos Fernández,22.0,Spain,72,11000,70.0,66.0,60.0,65.0,71.0,https://cdn.sofifa.org/players/4/19/221014.png,https://cdn.sofifa.org/flags/45.png
3480,232278,S. Mosquera,23.0,Colombia,72,6000,65.0,52.0,67.0,71.0,72.0,https://cdn.sofifa.org/players/4/19/232278.png,https://cdn.sofifa.org/flags/56.png
3481,187478,J. Pereira,31.0,Mexico,72,24000,60.0,64.0,50.0,60.0,53.0,https://cdn.sofifa.org/players/4/19/187478.png,https://cdn.sofifa.org/flags/83.png
3482,230231,Jorge Carvallinho,34.0,Brazil,72,15000,70.0,72.0,48.0,67.0,65.0,https://cdn.sofifa.org/players/4/19/230231.png,https://cdn.sofifa.org/flags/54.png
3483,180823,R. Řezník,29.0,Czech Republic,72,1000,74.0,71.0,51.0,54.0,69.0,https://cdn.sofifa.org/players/4/19/180823.png,https://cdn.sofifa.org/flags/12.png
3484,179544,Y. Mulumbu,31.0,DR Congo,72,32000,71.0,75.0,68.0,76.0,74.0,https://cdn.sofifa.org/players/4/19/179544.png,https://cdn.sofifa.org/flags/110.png
3485,189272,A. Esswein,28.0,Germany,72,20000,74.0,64.0,59.0,68.0,73.0,https://cdn.sofifa.org/players/4/19/189272.png,https://cdn.sofifa.org/flags/21.png
3486,222041,L. Boyé,22.0,Argentina,72,1000,65.0,68.0,71.0,74.0,81.0,https://cdn.sofifa.org/players/4/19/222041.png,https://cdn.sofifa.org/flags/52.png
3487,210010,J. van Overeem,24.0,Netherlands,72,12000,68.0,70.0,75.0,74.0,76.0,https://cdn.sofifa.org/players/4/19/210010.png,https://cdn.sofifa.org/flags/34.png
3488,225114,M. Mahi,24.0,Morocco,72,7000,70.0,72.0,66.0,66.0,77.0,https://cdn.sofifa.org/players/4/19/225114.png,https://cdn.sofifa.org/flags/129.png
3489,233306,D. Henderson,21.0,England,72,31000,70.0,39.0,33.0,32.0,32.0,https://cdn.sofifa.org/players/4/19/233306.png,https://cdn.sofifa.org/flags/14.png
3490,188762,I. Lewczuk,33.0,Poland,72,25000,70.0,67.0,60.0,68.0,63.0,https://cdn.sofifa.org/players/4/19/188762.png,https://cdn.sofifa.org/flags/37.png
3491,191066,F. Kroos,27.0,Germany,72,20000,71.0,70.0,68.0,74.0,73.0,https://cdn.sofifa.org/players/4/19/191066.png,https://cdn.sofifa.org/flags/21.png
3492,202331,F. Quignon,25.0,Argentina,72,13000,72.0,55.0,75.0,78.0,71.0,https://cdn.sofifa.org/players/4/19/202331.png,https://cdn.sofifa.org/flags/52.png
3493,188763,D. N'Dinga,30.0,Congo,72,10000,68.0,60.0,66.0,74.0,64.0,https://cdn.sofifa.org/players/4/19/188763.png,https://cdn.sofifa.org/flags/107.png
3494,192091,Welinton,29.0,Brazil,72,11000,60.0,55.0,52.0,60.0,52.0,https://cdn.sofifa.org/players/4/19/192091.png,https://cdn.sofifa.org/flags/54.png
3495,209756,L. Jiménez,29.0,Colombia,72,15000,71.0,60.0,44.0,60.0,55.0,https://cdn.sofifa.org/players/4/19/209756.png,https://cdn.sofifa.org/flags/56.png
3496,211292,N. Mushekwi,30.0,Zimbabwe,72,11000,67.0,65.0,60.0,60.0,63.0,https://cdn.sofifa.org/players/4/19/211292.png,https://cdn.sofifa.org/flags/148.png
3497,238940,J. Jugas,26.0,Czech Republic,72,1000,67.0,58.0,51.0,55.0,55.0,https://cdn.sofifa.org/players/4/19/238940.png,https://cdn.sofifa.org/flags/12.png
3498,199517,Claiton,33.0,Brazil,72,3000,70.0,71.0,28.0,55.0,58.0,https://cdn.sofifa.org/players/4/19/199517.png,https://cdn.sofifa.org/flags/54.png
3499,190557,G. Zusi,31.0,United States,72,6000,69.0,76.0,75.0,77.0,69.0,https://cdn.sofifa.org/players/4/19/190557.png,https://cdn.sofifa.org/flags/95.png
3500,219998,J. Mauri,22.0,Italy,72,43000,66.0,68.0,72.0,78.0,78.0,https://cdn.sofifa.org/players/4/19/219998.png,https://cdn.sofifa.org/flags/27.png
3501,215135,L. Sigali,31.0,Argentina,72,14000,66.0,61.0,32.0,40.0,58.0,https://cdn.sofifa.org/players/4/19/215135.png,https://cdn.sofifa.org/flags/52.png
3502,215391,I. Seck,28.0,Senegal,72,11000,69.0,78.0,66.0,67.0,65.0,https://cdn.sofifa.org/players/4/19/215391.png,https://cdn.sofifa.org/flags/136.png
3503,225887,D. Gonzo,22.0,Paraguay,72,0,69.0,61.0,69.0,68.0,72.0,https://cdn.sofifa.org/players/4/19/225887.png,https://cdn.sofifa.org/flags/58.png
3504,241247,Su Boyang,29.0,China PR,72,9000,66.0,59.0,47.0,20.0,17.0,https://cdn.sofifa.org/players/4/19/241247.png,https://cdn.sofifa.org/flags/155.png
3505,199776,L. Caldirola,27.0,Italy,72,17000,70.0,70.0,57.0,70.0,65.0,https://cdn.sofifa.org/players/4/19/199776.png,https://cdn.sofifa.org/flags/27.png
3506,203872,G. Hauche,31.0,Argentina,72,4000,72.0,71.0,68.0,70.0,75.0,https://cdn.sofifa.org/players/4/19/203872.png,https://cdn.sofifa.org/flags/52.png
3507,209504,B. Hrgota,25.0,Sweden,72,24000,67.0,60.0,61.0,65.0,72.0,https://cdn.sofifa.org/players/4/19/209504.png,https://cdn.sofifa.org/flags/46.png
3508,210784,D. Morales,31.0,Argentina,72,11000,69.0,73.0,76.0,67.0,79.0,https://cdn.sofifa.org/players/4/19/210784.png,https://cdn.sofifa.org/flags/52.png
3509,176992,M. Milligan,32.0,Australia,72,6000,69.0,78.0,73.0,70.0,66.0,https://cdn.sofifa.org/players/4/19/176992.png,https://cdn.sofifa.org/flags/195.png
3510,189536,D. Čop,28.0,Croatia,72,14000,73.0,71.0,66.0,69.0,73.0,https://cdn.sofifa.org/players/4/19/189536.png,https://cdn.sofifa.org/flags/10.png
3511,214369,A. Andrade,29.0,Colombia,72,22000,66.0,65.0,70.0,68.0,73.0,https://cdn.sofifa.org/players/4/19/214369.png,https://cdn.sofifa.org/flags/56.png
3512,220513,F. Ricci,24.0,Italy,72,31000,68.0,70.0,69.0,68.0,76.0,https://cdn.sofifa.org/players/4/19/220513.png,https://cdn.sofifa.org/flags/27.png
3513,231777,A. Ömür,19.0,Turkey,72,10000,63.0,63.0,72.0,72.0,77.0,https://cdn.sofifa.org/players/4/19/231777.png,https://cdn.sofifa.org/flags/48.png
3514,176481,M. Erdinç,31.0,Turkey,72,19000,71.0,72.0,69.0,70.0,70.0,https://cdn.sofifa.org/players/4/19/176481.png,https://cdn.sofifa.org/flags/48.png
3515,232546,D. Zabala,26.0,Uruguay,72,11000,61.0,63.0,73.0,71.0,74.0,https://cdn.sofifa.org/players/4/19/232546.png,https://cdn.sofifa.org/flags/60.png
3516,233314,R. Canouse,23.0,United States,72,5000,68.0,69.0,60.0,75.0,71.0,https://cdn.sofifa.org/players/4/19/233314.png,https://cdn.sofifa.org/flags/95.png
3517,199779,A. Hoffmann,25.0,Germany,72,18000,69.0,59.0,55.0,67.0,62.0,https://cdn.sofifa.org/players/4/19/199779.png,https://cdn.sofifa.org/flags/21.png
3518,203875,J. Mattheij,25.0,Netherlands,72,5000,62.0,68.0,40.0,58.0,61.0,https://cdn.sofifa.org/players/4/19/203875.png,https://cdn.sofifa.org/flags/34.png
3519,223332,M. Sprocati,24.0,Italy,72,29000,65.0,64.0,66.0,70.0,75.0,https://cdn.sofifa.org/players/4/19/223332.png,https://cdn.sofifa.org/flags/27.png
3520,167524,J. Torres Nilo,30.0,Mexico,72,32000,72.0,69.0,50.0,65.0,65.0,https://cdn.sofifa.org/players/4/19/167524.png,https://cdn.sofifa.org/flags/83.png
3521,187492,D. Kombarov,31.0,Russia,72,1000,72.0,75.0,77.0,71.0,78.0,https://cdn.sofifa.org/players/4/19/187492.png,https://cdn.sofifa.org/flags/40.png
3522,199781,R. Métanire,28.0,Madagascar,72,13000,68.0,67.0,59.0,70.0,70.0,https://cdn.sofifa.org/players/4/19/199781.png,https://cdn.sofifa.org/flags/124.png
3523,210533,João Schmidt,25.0,Brazil,72,18000,72.0,67.0,66.0,74.0,76.0,https://cdn.sofifa.org/players/4/19/210533.png,https://cdn.sofifa.org/flags/54.png
3524,218981,H. Palacios,25.0,Colombia,72,4000,71.0,60.0,65.0,66.0,57.0,https://cdn.sofifa.org/players/4/19/218981.png,https://cdn.sofifa.org/flags/56.png
3525,158309,Gao Lin,32.0,China PR,72,14000,69.0,68.0,75.0,70.0,65.0,https://cdn.sofifa.org/players/4/19/158309.png,https://cdn.sofifa.org/flags/155.png
3526,181349,A. Gerndt,31.0,Sweden,72,8000,71.0,68.0,70.0,74.0,72.0,https://cdn.sofifa.org/players/4/19/181349.png,https://cdn.sofifa.org/flags/46.png
3527,239718,H. Bandé,19.0,Burkina Faso,72,7000,70.0,63.0,64.0,68.0,72.0,https://cdn.sofifa.org/players/4/19/239718.png,https://cdn.sofifa.org/flags/101.png
3528,52326,E. Jakupović,33.0,Switzerland,72,30000,59.0,62.0,52.0,39.0,22.0,https://cdn.sofifa.org/players/4/19/52326.png,https://cdn.sofifa.org/flags/47.png
3529,184422,L. Ardente,36.0,Argentina,72,5000,62.0,36.0,50.0,16.0,13.0,https://cdn.sofifa.org/players/4/19/184422.png,https://cdn.sofifa.org/flags/52.png
3530,211815,S. Koç,29.0,Germany,72,12000,67.0,60.0,62.0,70.0,74.0,https://cdn.sofifa.org/players/4/19/211815.png,https://cdn.sofifa.org/flags/21.png
3531,203368,E. Andersen,25.0,Norway,72,4000,67.0,64.0,73.0,72.0,70.0,https://cdn.sofifa.org/players/4/19/203368.png,https://cdn.sofifa.org/flags/36.png
3532,215144,E. Insúa,27.0,Argentina,72,1000,70.0,65.0,60.0,68.0,67.0,https://cdn.sofifa.org/players/4/19/215144.png,https://cdn.sofifa.org/flags/52.png
3533,219496,Simy,26.0,Nigeria,72,4000,74.0,70.0,46.0,54.0,57.0,https://cdn.sofifa.org/players/4/19/219496.png,https://cdn.sofifa.org/flags/133.png
3534,189288,G. Angella,29.0,Italy,72,18000,64.0,66.0,48.0,58.0,56.0,https://cdn.sofifa.org/players/4/19/189288.png,https://cdn.sofifa.org/flags/27.png
3536,223593,J. Correa,25.0,Argentina,72,11000,58.0,60.0,54.0,62.0,75.0,https://cdn.sofifa.org/players/4/19/223593.png,https://cdn.sofifa.org/flags/52.png
3537,48745,F. Coloccini,36.0,Argentina,72,10000,67.0,72.0,48.0,64.0,65.0,https://cdn.sofifa.org/players/4/19/48745.png,https://cdn.sofifa.org/flags/52.png
3538,190569,S. Frei,32.0,United States,72,5000,71.0,51.0,50.0,32.0,26.0,https://cdn.sofifa.org/players/4/19/190569.png,https://cdn.sofifa.org/flags/95.png
3539,173162,F. Ceravolo,31.0,Italy,72,30000,64.0,73.0,59.0,65.0,75.0,https://cdn.sofifa.org/players/4/19/173162.png,https://cdn.sofifa.org/flags/27.png
3540,239210,F. Eboa Eboa,21.0,Cameroon,72,11000,67.0,69.0,38.0,68.0,62.0,https://cdn.sofifa.org/players/4/19/239210.png,https://cdn.sofifa.org/flags/103.png
3541,237419,A. Abedzadeh,25.0,Iran,72,6000,68.0,34.0,47.0,24.0,15.0,https://cdn.sofifa.org/players/4/19/237419.png,https://cdn.sofifa.org/flags/161.png
3542,213613,S. Gustafson,23.0,Sweden,72,12000,70.0,74.0,72.0,72.0,75.0,https://cdn.sofifa.org/players/4/19/213613.png,https://cdn.sofifa.org/flags/46.png
3543,222573,A. Tello,21.0,Colombia,72,3000,71.0,65.0,62.0,75.0,75.0,https://cdn.sofifa.org/players/4/19/222573.png,https://cdn.sofifa.org/flags/56.png
3544,178029,O. Hurmacı,31.0,Turkey,72,11000,67.0,62.0,70.0,71.0,75.0,https://cdn.sofifa.org/players/4/19/178029.png,https://cdn.sofifa.org/flags/48.png
3545,188269,R. Gutiérrez,35.0,Chile,72,3000,65.0,56.0,58.0,56.0,72.0,https://cdn.sofifa.org/players/4/19/188269.png,https://cdn.sofifa.org/flags/55.png
3546,205934,N. Murru,23.0,Italy,72,18000,70.0,68.0,40.0,66.0,68.0,https://cdn.sofifa.org/players/4/19/205934.png,https://cdn.sofifa.org/flags/27.png
3547,212591,W. Zimmerman,25.0,United States,72,6000,69.0,64.0,37.0,67.0,63.0,https://cdn.sofifa.org/players/4/19/212591.png,https://cdn.sofifa.org/flags/95.png
3548,224367,G. Lanaro,32.0,Argentina,72,8000,63.0,62.0,35.0,69.0,56.0,https://cdn.sofifa.org/players/4/19/224367.png,https://cdn.sofifa.org/flags/52.png
3549,192367,I. Canuto,32.0,Argentina,72,10000,63.0,60.0,48.0,64.0,60.0,https://cdn.sofifa.org/players/4/19/192367.png,https://cdn.sofifa.org/flags/52.png
3550,29552,S. Nakamura,40.0,Japan,72,4000,76.0,77.0,74.0,78.0,76.0,https://cdn.sofifa.org/players/4/19/29552.png,https://cdn.sofifa.org/flags/163.png
3551,185200,Vasco Fernandes,31.0,Portugal,72,5000,66.0,69.0,48.0,61.0,67.0,https://cdn.sofifa.org/players/4/19/185200.png,https://cdn.sofifa.org/flags/38.png
3552,205425,Luís Leal,31.0,São Tomé & Príncipe,72,15000,75.0,66.0,61.0,62.0,69.0,https://cdn.sofifa.org/players/4/19/205425.png,https://cdn.sofifa.org/flags/135.png
3553,142705,M. González,37.0,Argentina,72,8000,66.0,73.0,73.0,72.0,75.0,https://cdn.sofifa.org/players/4/19/142705.png,https://cdn.sofifa.org/flags/52.png
3554,214129,J. Barreiro,24.0,Colombia,72,12000,71.0,64.0,29.0,52.0,50.0,https://cdn.sofifa.org/players/4/19/214129.png,https://cdn.sofifa.org/flags/56.png
3555,230257,Clayton Fildeiras,34.0,Brazil,72,12000,75.0,71.0,72.0,75.0,75.0,https://cdn.sofifa.org/players/4/19/230257.png,https://cdn.sofifa.org/flags/54.png
3556,236401,N. Mazraoui,20.0,Morocco,72,8000,74.0,68.0,66.0,74.0,75.0,https://cdn.sofifa.org/players/4/19/236401.png,https://cdn.sofifa.org/flags/129.png
3557,200818,Bruno Uvini,27.0,Brazil,72,24000,64.0,61.0,52.0,61.0,58.0,https://cdn.sofifa.org/players/4/19/200818.png,https://cdn.sofifa.org/flags/54.png
3558,213106,R. Sigurjónsson,28.0,Iceland,72,12000,66.0,66.0,73.0,72.0,73.0,https://cdn.sofifa.org/players/4/19/213106.png,https://cdn.sofifa.org/flags/24.png
3559,217714,P. Arriola,23.0,United States,72,6000,65.0,65.0,70.0,66.0,70.0,https://cdn.sofifa.org/players/4/19/217714.png,https://cdn.sofifa.org/flags/95.png
